,ORGQ_ID,RELQ_CATEGORY,RELQ_DATE,RELQ_ID,RELQ_RANKING_ORDER,RELQ_RELEVANCE2ORGQ,RELQ_USERID,RELQ_USERNAME,RELQ_text,ORGQ_SUBJECT,ORGQ_TEXT,genre
1141,Q115,Family Life in Qatar,2012-03-14 21:49:09,Q115_R7,7,PerfectMatch,U3203,anazetka,Good evening to everybody; we are moving to Doha in April and I am staying at home with our daughter of 17 months. I was wondering if you can tell me how is life with a toddler in such a hot country? Here she likes outdoors so much; I cannot imagine how it is done in such a heat. What do you mums do all day to keep them occupied? Is it better to leave to Europe in the summer?Thanks so much,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1142,Q115,Family Life in Qatar,2012-03-27 23:30:14,Q115_R8,8,Irrelevant,U558,redline944,Hi everyone; my Husband has just got a Job with Qatar Airways and i'm hoping to get my three children into a British School in Doha in September 2012; i need a place in Year 3; Year 2 and Reception. can anybody advise on how likely that is ? i'm not sure if i should stay in the UK until i can get the children into a School or could that be a really long wait ??? any information would be greatly received; Many Thanks XX,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1143,Q115,Qatar Living Lounge,2007-05-21 10:36:07,Q115_R11,11,Irrelevant,U2105,alma wad,I am planning a birthday party for 8-10 girls . Could you suggest me a good place for that ? Prices ? Thank you in advance : alma,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1144,Q115,Doha Shopping,2006-10-26 22:47:45,Q115_R13,13,Irrelevant,U3212,SooninDoha,I&#39;m pregnant and moving soon to Doha. I wanna know what baby stores are there to purchase everything I will need for the future baby. Will I be able to find everything and at a decent price? Are there more brand stores in Dubai? Thanks for your help,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1145,Q115,Family Life in Qatar,2008-02-13 19:59:31,Q115_R14,14,Irrelevant,U3215,RocknRoll,Hi; Are there any Bike shops in Doha? Not top of the line specialists please :) Just Bikes for teens and pre-teens. Name; Location (with directions if possible) and phone numbers will be great.  Thanks,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1146,Q115,Family Life in Qatar,2007-01-21 23:20:51,Q115_R15,15,Relevant,U730,sophia,Does anyone have kids in or have any experience with Star Fish Nursery School in Doha? We are considering sending one of our kids there and want to find out if it is a nice school with nice teachers?,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1147,Q115,Family Life in Qatar,2012-06-28 10:31:38,Q115_R16,16,Relevant,U2,anonymous,Koala is a french-English nursery;I would like to know if anybody have an expereince with this nursery ;pls advice.Thanks,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1148,Q115,Family Life in Qatar,2006-09-30 18:17:23,Q115_R23,23,PerfectMatch,U187,Chrissy,Does anyone out there have a child in this school? We are moving out next month and have a place at Park House for our 7yrs son. What is it like. Feedback please!!!!,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1149,Q115,Family Life in Qatar,2012-06-20 22:10:11,Q115_R24,24,Relevant,U2768,specialist5,Ive heard that this school has over 3000 on a waiting list. That cant be true. Schooling is a real problem for us. We want places for January do we have a chance with any British schools. Our kids are very sporty and we are from the UK. What about compass??? Any advice gratefully accepted.,Is Doha a good place for toddlers?,Hi; we are thinking about leaving our Uk home to live in Doha. We have a little boy who will be two in January and we are wondering if it is a good place for toddlers. Are there any groups and play areas etc. Also what kind of accomodation should we consider? What are the benefits of living in an apartment block to living in a villa or compound. Any information would be greatly appreciated. Many thanks!,none
1150,Q116,Welcome to Qatar,2010-05-22 15:14:53,Q116_R2,2,PerfectMatch,U349,Re.Ward,I just heard that medical treatment for residents is free. And can not believe that. I heard that medical treatment for native qataris is free; which seems plausible. But does that also apply for anyone who has residence status?,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1151,Q116,Welcome to Qatar,2008-02-22 15:43:04,Q116_R7,7,Relevant,U3229,Margaret,I will be living in Qatar for a couple of years and I am concerned if we got sick we might not be able to afford the treatment without some sort of Health Insurance,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1152,Q116,Salary and Allowances,2012-03-28 12:34:47,Q116_R11,11,Irrelevant,U1282,isaygonz,Hi everyone! Please any1 can help me? I need to have an idea how much do private clinics and hospitals offer for filipino nurses. I am a nurse and I'm going to attend job interviews some days from now.I need to have values whenever ask how much do i expect for salary. :-) well; I need a job as well as respectable salary. :-) thank you ...,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1153,Q116,Health and Fitness,2013-09-25 15:06:02,Q116_R17,17,Irrelevant,U3233,melwins14,Dear All; I am planning to bring my wife and new born baby here in Qatar on visit visa. Can I do my baby's remaining vaccinations from Qatar? Where I can do the remaining vaccinations? Please help me...,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1154,Q116,Advice and Help,2010-03-19 17:26:54,Q116_R41,41,Irrelevant,U313,SuperSuper,hey guys. I`m a nurse here in the phils. i just signed a contract for hamad as a staff nurse. the offer is 5600 qatar riyals per month plus 1000 qatar riyal for transportation allowance. Is that a great deal? how about the free accommodation does it look good? I`m anxious about my new job. help pls.,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1155,Q116,Advice and Help,2013-01-17 15:14:39,Q116_R49,49,Irrelevant,U2962,prasaniya nair,Can anyone help me in giving some information regarding Qatar Prometric exam for Nurses and what the requirement to sit for the exam?,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1156,Q116,Family Life in Qatar,2008-08-25 08:51:33,Q116_R53,53,Relevant,U2,anonymous,Hello; I am from Doha; and want to know about giving birth here. I am pregnant now. I need to know how much will be the cost for delivery in HMC; Doha Clinic or Al Ahli? Any help will be greatly appreciated; as I need to make a choice if I want to go India. I hope you all will help me regarding this matter.,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1157,Q116,Advice and Help,2008-01-29 08:36:29,Q116_R54,54,Relevant,U1247,Grantley,Guys - It's official; I'm going blind (and not for the reasons the priest told me). Where/how do I get my eyes tested for glasses here? Do I just walk into one of the opticians? What does it cost; who's good (and who's not)? Does my health card cover any of it...? Any suggestions greatly appreciated.,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1158,Q116,Salary and Allowances,2009-03-23 05:57:37,Q116_R59,59,Irrelevant,U1948,mike1979,I got an offer to work as a faculty at Qatar University. The offer include: FREE 3 Bedrooms villa. Fully furnished. FREE health care (including family members) 2-months paid summer holiday. Round trip holiday ticket 1 month salary gratuity in a year completion. interest free car loan (60;000) A monthly salary of QR 20;500. Would you please advice if this is a good job offer?,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1159,Q116,Working in Qatar,2012-09-09 05:02:04,Q116_R63,63,Irrelevant,U3237,Tinkerbellalive,I'm t the credential verification stage; at what stage are you right now?,Healthcare free for all in Qatar?,I heard healthcare is free for all in Qatar. Is that correct?,none
1160,Q117,Qatari Culture,2009-10-17 15:20:59,Q117_R4,4,PerfectMatch,U2511,worried,I'll be visiting Qatar in December. what clothes i should bring.... Are western woman aloud to wear jeans?,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1161,Q117,Qatari Culture,2009-10-16 20:53:30,Q117_R6,6,PerfectMatch,U3240,crazykitch,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina po; about to go to Qatar; and I've heard na madami din bawal na clothes to wear dyan sa Qatar; pero may ngsasabi dn that it's okay to wear sleeveless pero not spaghetti straps. Is it different from Dubai? Can anyone help po on the specifics; so that I wont have to bring clothes that are not allowed dyan. Thanks.,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1162,Q117,Moving to Qatar,2007-07-27 06:33:44,Q117_R8,8,PerfectMatch,U746,surfcatgolferdude,"My wife and I are moving to Qatar in October from The USA (Texas) SHe is a bit concerned on what is proper dress for women. We have been told that anything is fine as long as her sholders are covered and her knees....She is very upset about having to """"cover up"""" when its 115' degrees outside. What is acceptable?""",Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1163,Q117,Qatari Culture,2008-04-17 09:44:21,Q117_R27,27,PerfectMatch,U832,tinkerbelle,o.k. i am frustrated and need some seasoned advice. What are the most important things I should pack in luggage?  I don't know if i can even wear half of the clothes i have here in Florida.  Suggestions?  I am packing right now and it is 2:45 a.m.    HELP! did i say i need assistance......,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1164,Q117,Qatar Living Lounge,2009-04-21 13:14:00,Q117_R31,31,Irrelevant,U3242,brightsun,The clothes that i hung out for drying in the terrace were stolen twice in a row recently in the day light. Generally; it is women's outfits; almost new; that are being stolen. Has anyone had such an experience before?,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1165,Q117,Qatari Culture,2008-02-25 14:47:22,Q117_R35,35,Irrelevant,U2,anonymous,We have been invited to a Qatari Wedding this Thursday; and apart from not knowing anyone (as my husband will be on the men's party and I will be at the women's party - to state the obvious!) I have no idea what to expect and what the customs are.  What should I wear? Do we bring a gift?  What happens during a wedding? I am very honored to have been invited but terrified of making a fool of my self!,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1166,Q117,Qatar Living Lounge,2008-02-06 14:22:03,Q117_R44,44,Relevant,U620,Rabbit,I have been getting some stares lately and I have come to realize that its because of my dresses...I wear formals with trousers to office but I tend to wear skirts at home or while shopping...Is it right or ok to wear them or it's prohibited?,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1167,Q117,Qatar Living Lounge,2006-11-12 21:57:08,Q117_R46,46,Irrelevant,U1026,munozchick,Does anyone know what stores will be in the Villagio? When will it open? What new stores are being added to City Center?,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1168,Q117,Welcome to Qatar,2009-01-22 12:45:32,Q117_R48,48,Relevant,U3245,Tuds,Hello there - I am relocating from UK to Doha to work in education. Please could anyone give me advice as what to bring with me - anything that I might not be able to get in Qatar? What clothes should I bring bearing in mind that I will be working in a professional capacity? Any advice gratefully recieved!! thanks,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1169,Q117,Moving to Qatar,2010-05-19 12:55:01,Q117_R54,54,Irrelevant,U3248,MannuManish,Hi i just got a job offer in Doha and will be moving in Jul 10. Would you guys be able to help me what things i should pick up from India which are either not available or very expensive in Doha. I will be carrying a set top box for Direct to Home Television with subscription to Indian channels and lots of summer clothing. I have a wife and 2 year daughter. Anything else i should pick up like toys ?,Right clothes to bring..,I just wanna ask regarding what clothes to bring and not to bring. I'm a Filipina; about to go to Qatar; and I've heard that there are clothes that are not allowed to be worn there in Qatar. Is it different from Dubai? Can anyone help on the specifics; so that I wont have to bring clothes that are not allowed. Thanks.,none
1170,Q118,Visas and Permits,2010-03-30 16:42:49,Q118_R12,12,Irrelevant,U3249,gypsy.dee,Hi everyone; i asked my friend to process a visit visa for me (am currently in Dubai) and i was shocked when she told me that i need to prepare atleast 3-5 thousand dirhams as a show money as per the travel agency there in Qatar. Please help me reconfirm if this is true? As i am leaving Dubai very soon and so bad that i don't have that enough cash to show in the airport. Thanks so much for all you replies. God bless us all :),Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1171,Q118,Qatar Living Lounge,2012-02-22 17:13:54,Q118_R17,17,Irrelevant,U3114,BOURNE007,I've been in Doha for about a month now. Does anyone know how I can make some quick money? I came to Doha looking for IT work.,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1172,Q118,Moving to Qatar,2011-05-20 08:01:51,Q118_R23,23,Irrelevant,U974,alexie,Hi.. I'm contemplating if I have to change my pocket money to QAR or USD before I go there.. Since there is no QAR available here. Thanks!,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1173,Q118,Salary and Allowances,2009-03-02 21:33:26,Q118_R31,31,Irrelevant,U3254,shadi.G,I'm 17 years old and since everything is expensive in Qatar; my monthly allowance isn't enough and I would like to know if there is any part time jobs out there for students that can give both money and experience at the same time.,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1174,Q118,Welcome to Qatar,2011-03-16 13:50:53,Q118_R37,37,Irrelevant,U2,anonymous,Hi Peeps i would like to know your op' about that does money buy happiness ?? ; would u be able to enjoy your life with less money ?? i'm sick and tired of seeing people talking about money and not convinced of what they have although they live in comfortable life have a nice day mates,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1175,Q118,Qatar Living Lounge,2012-01-21 12:49:40,Q118_R43,43,Irrelevant,U26,Cryptic-writings,write your reason !!!,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1176,Q118,Advice and Help,2011-02-06 17:12:43,Q118_R49,49,Relevant,U3267,@looy,How can a Teenager in Qatar make money? I don't mean piles and piles of money; i'm talking a few thousand riyals.. You know.. To save and stuff? Anyway; any smart recommendations would be appreciated ;D,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1177,Q118,Welcome to Qatar,2009-10-19 19:36:07,Q118_R50,50,Irrelevant,U3271,spz_33,"hello. i am new here in doha; qatar. i need a """"KABAYAN"""" help on where to send money from Doha to Philippines in the most safest and cheapest way. Western Union is good but its money exchange rate is too low. I also have a bank account in my born-town. which is which? mga kababayan; suggestions nman diyan.""",Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1178,Q118,Working in Qatar,2013-09-29 11:08:48,Q118_R54,54,Irrelevant,U1966,doha expat00,I know this subject has been discussed before but I need real life examples or professional opinion please: Terminated from company; no intention to provide NOC; and personal loan from bank (with signed approval from sponsor to take the loan) which needs 3.5 years to be covered. What am I supposed to do? Anyone can help with real examples or legal opinion... Much appreciated!,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1179,Q118,Politics,2009-03-03 09:30:36,Q118_R58,58,Irrelevant,U3276,scorpioncues,How to make hell lot of money????????????,Need money,I am in desperate need of QR 1400/- i don't have valuable to sale but if anyone interested in having Nintendo Wii with plenty games for a month can contact me at 3065581. After a month i'll return your QR 1400/- and take back my Nintendo Wii. The exchange should happen before 8am tomorrow. Only interested people can contact me; please no negotiation.,none
1180,Q119,Visas and Permits,2011-02-15 10:17:28,Q119_R4,4,Relevant,U3129,mohd.zahur,Is there any salary limitations for bringing wife on Family visit visa ?? Morever while staying on visit visa is it possible to transfer into Residence >> Appreciate your help in this regards,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1181,Q119,Advice and Help,2012-11-11 11:36:24,Q119_R5,5,Irrelevant,U85,dyollmaj,Dear All; I would like to ask some help/advice from you regarding my sister's in law visa; she is under my sponsorship (family visit visa) and her visa will be expired on Nov.17;2012 (3months from the time she arrive in Doha). My question is; can I still extend her visa for another (1)one month? Please help and advice! Thank you!,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1182,Q119,Visas and Permits,2008-02-16 00:27:37,Q119_R14,14,Relevant,U162,libbysen,Hello I would like to know what are the required documents for applying for family visa; Already my wife is in qatar on visit visa. I need to change it to Family visa for RP. Please anyone tell me what all I require. * Regarding the bank statement ; is three(3) months bank statement enough? cause i can give only for three months. I opened an account only this month.. Pls advice.. Thank you. With regards. ,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1183,Q119,Working in Qatar,2011-08-26 19:21:36,Q119_R24,24,Irrelevant,U275,monski,I just want to ask if there is new rules about the ban in Qatar;once you are cancelled. Is there any ways to comeback and seek for a job again?,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1184,Q119,Advice and Help,2010-06-30 09:42:41,Q119_R58,58,PerfectMatch,U898,susan_vic81,HELLO. PLEASE I NEED YOUR OPINION. MY SISTER IS HERE IN QATAR ON JUNE 17 BY VISIT VISA. CAN I TRANSFER HER VISA TO MY VISA? AS FAMILY VISIT VISA? THANK YOU.,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1185,Q119,Visas and Permits,2009-11-09 07:30:28,Q119_R61,61,Relevant,U3280,bratgirl,HI Kabayan ; IM Filipina; single..Anybody knows if it is posibble to apply my sister a family visit visa.. What are the requirements? pls help!,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1186,Q119,Visas and Permits,2014-11-03 16:46:32,Q119_R63,63,Relevant,U3283,asmaa sabih,Ask all; I am a housewife on my husbends sponsorship;I would like to visit my sister in saudi arabia alone;is it possible for me to do the that?Which visa should I apply for and from where?Is it practical to go with my husband till the border and clear the immigration alone and then picked up by brother in law on the other side?pls advice,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1187,Q119,Visas and Permits,2010-04-29 20:10:48,Q119_R66,66,Irrelevant,U3284,paolo jacinto,I was can canceled by my company one month ago. Now I'm here in the Philippines. I want to go back to Qatar. I want to know after how many months must I wait before I can go back again to Qatar? Please help me!!!,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1188,Q119,Advice and Help,2012-10-07 13:57:34,Q119_R74,74,Relevant,U167,robherr soft,My son & sister in law is coming to Qatar this saturday with family visit visa. Somebody told me that NAIA imigration will not allow them to board the plane without affidavit of support stamped by Phil. Embassy here.. Is this true? Is a letter from my wife (sponsor)and her Qatar ID enough? i mean are they going to consider it? Anybody who had an experience about this kabayans...? Thnx much,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1189,Q119,Visas and Permits,2008-05-03 14:17:25,Q119_R86,86,Relevant,U2740,anilson,Is it possible to extend the  tourist visa (through hotel) after one month stay in qatar?,Is it possible to get family visa for my sister?,I'm wondering 'coz I'm under company visa not husband visa; is there any possibility to apply family visa for my sister? My salary is QR5;000 me and my husband are working; and reason if ever my sister could help me to take care of my daughter instead of pick and drop to the baby sitter and paying other people..,none
1190,Q120,Qatar Living Lounge,2012-08-31 01:19:26,Q120_R2,2,Relevant,U322,RyanCanuck,I'm sorry; I know this has been asked before a thousand times. The problem is most of the threads are 4 years old. What is the absolutely cheapest car available for rent through a reputable company? (I'm not interested in renting from anyone's friend; thanks!),To Rent or To Lease a car?,Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,none
1191,Q120,Advice and Help,2012-09-19 11:04:55,Q120_R15,15,Irrelevant,U2042,edbags,We used to rent at this company and it seems they dont want to return our deposit; they keep on making excuses everytime we call or visit their office. Any suggestions?,To Rent or To Lease a car?,Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,none
1192,Q120,Moving to Qatar,2012-07-18 00:30:44,Q120_R17,17,Irrelevant,U1677,wasaloadie,Soon to move to Doha and will need transport when I get there. Do any of you have reliable recommendations for vehicle hire companies? I shall be looking for a reasonable size vehicle; SUV / MPV. Regards Al,To Rent or To Lease a car?,Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,none
1193,Q120,Welcome to Qatar,2009-07-30 11:45:31,Q120_R21,21,Relevant,U1684,DonIsGood,G'day all; A mate of mine was renting a car for QR1;500/month !!!; just wondering if any one knows or has a contact for such? Unfortunately my mate left last month and I lost his email address in between; hence I am unable to ask him direct. Cheers; Don,To Rent or To Lease a car?,Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,none
1194,Q120,Cars and driving,2009-09-23 19:34:36,Q120_R23,23,PerfectMatch,U2032,nutelladdict,Hi everybody; Could you advice me where can i rent car without giving my passport(coz i travel alot);and i dont ve credit card either. I want 2 rent a car automatic and full insurance.im new driver; gonna rent 1 st time.I dont know how can i choose. Thanks in advance,To Rent or To Lease a car?,Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,none
1195,Q120,Qatar Living Lounge,2006-04-18 15:23:58,Q120_R38,38,PerfectMatch,U1681,ELIAS,Hi all; here to discuss the cars prices in Qatar and the best auto deal. What is the best car to drive in Doha? Monthly payment? Leasing?... All advices for cars in DOHA! Post some websites for Used Cars and brand new cars? What is the most reliable agent in Doha? Simply WHAT CAR TO BUY ?,To Rent or To Lease a car?,Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,none
1196,Q120,Moving to Qatar,2011-05-01 09:20:03,Q120_R43,43,Relevant,U1825,djt78@me.com,Morning All; Moving to Doha this month (May) and am looking to find a reliable care leasing company. Any recommendations? thanks,To Rent or To Lease a car?,Hi; It's time for us to think about getting cars more semi-permanent . We are undecided whether to buy; to lease; or to rent. We've been renting cars for awhile now. Let's just say we need cars in Qatar for maximum of 2 years. What do you think is best?,none
